new_image,new_species,new_parent_class,existing_image,existing_class,existing_split,phash_distance,dhash_distance,previous_classification,ahash_distance,aspect_ratio_delta,pixel_correlation,ssim,color_histogram_correlation,orb_ratio_matches,orb_ransac_inliers,orb_inlier_ratio,final_classification,evidence,near_duplicate_status
Non-Venomous/Banded Racer/03000025388_01_f.jpg,Banded Racer,Non-Venomous,train/Non_Venomous_Snake/03000025388_01_f.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999275,0.994669,0.998561,42,42,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9993; SSIM=0.9947; hist_corr=0.9986; ORB_good=42; ORB_inliers=42; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Banded Racer/img6.jpg,Banded Racer,Non-Venomous,test/Non_Venomous_Snake/img6.jpg,Non_Venomous_Snake,TEST,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.345,0.999587,0.997119,0.999922,92,77,0.836957,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3450; pixel_corr=0.9996; SSIM=0.9971; hist_corr=0.9999; ORB_good=92; ORB_inliers=77; ORB_inlier_ratio=0.8370,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Banded Racer/medium.JPG,Banded Racer,Non-Venomous,test/Non_Venomous_Snake/medium.JPG,Non_Venomous_Snake,TEST,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.434,0.999495,0.99828,0.998159,17,9,0.529412,LIKELY_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4340; pixel_corr=0.9995; SSIM=0.9983; hist_corr=0.9982; ORB_good=17; ORB_inliers=9; ORB_inlier_ratio=0.5294,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/1170695.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/1170695.jpg,Non_Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.34,0.999445,0.997778,0.99978,26,23,0.884615,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.3400; pixel_corr=0.9994; SSIM=0.9978; hist_corr=0.9998; ORB_good=26; ORB_inliers=23; ORB_inlier_ratio=0.8846,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/1274637963_d73bd842e0.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/1274637963_d73bd842e0.jpg,Non_Venomous_Snake,TRAIN,2,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.32,0.999674,0.996341,0.999884,74,72,0.972973,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=1; aHash=1; aspect_delta=0.3200; pixel_corr=0.9997; SSIM=0.9963; hist_corr=0.9999; ORB_good=74; ORB_inliers=72; ORB_inlier_ratio=0.9730,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/12783453_954980014598589_967027178_n.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/12783453_954980014598589_967027178_n.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.0,0.999713,0.996408,0.998708,106,104,0.981132,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.0000; pixel_corr=0.9997; SSIM=0.9964; hist_corr=0.9987; ORB_good=106; ORB_inliers=104; ORB_inlier_ratio=0.9811,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/1474640697main-2.JPG,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/1474640697main-2.JPG,Non_Venomous_Snake,TRAIN,2,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.333333,0.999617,0.996747,0.999826,70,62,0.885714,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=1; aHash=1; aspect_delta=0.3333; pixel_corr=0.9996; SSIM=0.9967; hist_corr=0.9998; ORB_good=70; ORB_inliers=62; ORB_inlier_ratio=0.8857,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/15563108480_e836a296f0_b.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/15563108480_e836a296f0_b.jpg,Non_Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999088,0.995456,0.999729,43,38,0.883721,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3330; pixel_corr=0.9991; SSIM=0.9955; hist_corr=0.9997; ORB_good=43; ORB_inliers=38; ORB_inlier_ratio=0.8837,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/174_gall.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/174_gall.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.285714,0.999334,0.998288,0.996552,102,94,0.921569,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2857; pixel_corr=0.9993; SSIM=0.9983; hist_corr=0.9966; ORB_good=102; ORB_inliers=94; ORB_inlier_ratio=0.9216,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/2.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/2.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.426042,0.999908,0.997694,0.998736,20,11,0.55,LIKELY_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4260; pixel_corr=0.9999; SSIM=0.9977; hist_corr=0.9987; ORB_good=20; ORB_inliers=11; ORB_inlier_ratio=0.5500,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/20256325489_07fa92c4e6_b.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/20256325489_07fa92c4e6_b.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.273438,0.999908,0.998398,0.999331,57,56,0.982456,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2734; pixel_corr=0.9999; SSIM=0.9984; hist_corr=0.9993; ORB_good=57; ORB_inliers=56; ORB_inlier_ratio=0.9825,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/20656965795_eb050dd6c5.jpg,Checkered Keelback,Non-Venomous,validation/Non_Venomous_Snake/20656965795_eb050dd6c5.jpg,Non_Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.314,0.999814,0.997545,0.999268,104,99,0.951923,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3140; pixel_corr=0.9998; SSIM=0.9975; hist_corr=0.9993; ORB_good=104; ORB_inliers=99; ORB_inlier_ratio=0.9519,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/20833697950_fa473f7660_b.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/20833697950_fa473f7660_b.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999746,0.996973,0.997281,94,92,0.978723,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9997; SSIM=0.9970; hist_corr=0.9973; ORB_good=94; ORB_inliers=92; ORB_inlier_ratio=0.9787,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/2171758814_f5686d0104.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/2171758814_f5686d0104.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.284,0.999641,0.99864,0.999066,164,158,0.963415,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2840; pixel_corr=0.9996; SSIM=0.9986; hist_corr=0.9991; ORB_good=164; ORB_inliers=158; ORB_inlier_ratio=0.9634,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/220px-AB031_buff_striped_char2.JPG,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/220px-AB031_buff_striped_char2.JPG,Non_Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.145455,0.999777,0.995958,0.999888,167,140,0.838323,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.1455; pixel_corr=0.9998; SSIM=0.9960; hist_corr=0.9999; ORB_good=167; ORB_inliers=140; ORB_inlier_ratio=0.8383,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/24897900911_7d2ee1ecff_b.jpg,Checkered Keelback,Non-Venomous,validation/Non_Venomous_Snake/24897900911_7d2ee1ecff_b.jpg,Non_Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.427734,0.998659,0.994425,0.999923,22,10,0.454545,LIKELY_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4277; pixel_corr=0.9987; SSIM=0.9944; hist_corr=0.9999; ORB_good=22; ORB_inliers=10; ORB_inlier_ratio=0.4545,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/27059896011_9809401f01.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/27059896011_9809401f01.jpg,Non_Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999802,0.994605,0.999762,105,100,0.952381,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.2500; pixel_corr=0.9998; SSIM=0.9946; hist_corr=0.9998; ORB_good=105; ORB_inliers=100; ORB_inlier_ratio=0.9524,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/27095118816_d9248d0b2a.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/27095118816_d9248d0b2a.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.998724,0.994152,0.999747,149,141,0.946309,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9987; SSIM=0.9942; hist_corr=0.9997; ORB_good=149; ORB_inliers=141; ORB_inlier_ratio=0.9463,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/28338459702_4ec8e72d4b_b.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/28338459702_4ec8e72d4b_b.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.25,0.9983,0.995277,0.999882,80,75,0.9375,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=1; aspect_delta=0.2500; pixel_corr=0.9983; SSIM=0.9953; hist_corr=0.9999; ORB_good=80; ORB_inliers=75; ORB_inlier_ratio=0.9375,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/3127695936_95cf55577b.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/3127695936_95cf55577b.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.246,0.999872,0.998033,0.999603,212,204,0.962264,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2460; pixel_corr=0.9999; SSIM=0.9980; hist_corr=0.9996; ORB_good=212; ORB_inliers=204; ORB_inlier_ratio=0.9623,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/3225992238_8e9d60ce0e.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/3225992238_8e9d60ce0e.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.346,0.999007,0.996491,0.998346,42,39,0.928571,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3460; pixel_corr=0.9990; SSIM=0.9965; hist_corr=0.9983; ORB_good=42; ORB_inliers=39; ORB_inlier_ratio=0.9286,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/32687581990_c21854f8d1_b.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/32687581990_c21854f8d1_b.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.322266,0.999581,0.998771,0.996182,45,43,0.955556,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3223; pixel_corr=0.9996; SSIM=0.9988; hist_corr=0.9962; ORB_good=45; ORB_inliers=43; ORB_inlier_ratio=0.9556,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/3344089792_507b20d221.jpg,Checkered Keelback,Non-Venomous,validation/Non_Venomous_Snake/3344089792_507b20d221.jpg,Non_Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.236,0.999345,0.998484,0.99977,217,213,0.981567,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2360; pixel_corr=0.9993; SSIM=0.9985; hist_corr=0.9998; ORB_good=217; ORB_inliers=213; ORB_inlier_ratio=0.9816,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/3458289635_0a26c79263.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/3458289635_0a26c79263.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.272,0.999386,0.994543,0.998657,156,144,0.923077,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2720; pixel_corr=0.9994; SSIM=0.9945; hist_corr=0.9987; ORB_good=156; ORB_inliers=144; ORB_inlier_ratio=0.9231,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/3458294653_a8b87fc769.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/3458294653_a8b87fc769.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.152,0.999893,0.997291,0.999639,306,304,0.993464,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.1520; pixel_corr=0.9999; SSIM=0.9973; hist_corr=0.9996; ORB_good=306; ORB_inliers=304; ORB_inlier_ratio=0.9935,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/3459109170_e6448377cd.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/3459109170_e6448377cd.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.208,0.999869,0.998132,0.999733,353,349,0.988669,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2080; pixel_corr=0.9999; SSIM=0.9981; hist_corr=0.9997; ORB_good=353; ORB_inliers=349; ORB_inlier_ratio=0.9887,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/350_e_s_500.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/350_e_s_500.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.334896,0.998921,0.995664,0.999714,11,8,0.727273,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3349; pixel_corr=0.9989; SSIM=0.9957; hist_corr=0.9997; ORB_good=11; ORB_inliers=8; ORB_inlier_ratio=0.7273,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/4094409490_7b474a5030.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/4094409490_7b474a5030.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.316,0.999168,0.995934,0.997294,68,61,0.897059,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3160; pixel_corr=0.9992; SSIM=0.9959; hist_corr=0.9973; ORB_good=68; ORB_inliers=61; ORB_inlier_ratio=0.8971,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/45009f00bb38a1754edbdffde787a5b6--amphibians-reptiles.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/45009f00bb38a1754edbdffde787a5b6--amphibians-reptiles.jpg,Non_Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.331445,0.998763,0.994839,0.999926,57,53,0.929825,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.3314; pixel_corr=0.9988; SSIM=0.9948; hist_corr=0.9999; ORB_good=57; ORB_inliers=53; ORB_inlier_ratio=0.9298,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/4884945878_999a15707b_o.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/4884945878_999a15707b_o.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.33125,0.99978,0.998829,0.998208,56,52,0.928571,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3312; pixel_corr=0.9998; SSIM=0.9988; hist_corr=0.9982; ORB_good=56; ORB_inliers=52; ORB_inlier_ratio=0.9286,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/491121-checkered-keeeled-back.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/491121-checkered-keeeled-back.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.249923,0.999763,0.998942,0.998653,2,0,0.0,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=1; aspect_delta=0.2499; pixel_corr=0.9998; SSIM=0.9989; hist_corr=0.9987; ORB_good=2; ORB_inliers=0; ORB_inlier_ratio=0.0000,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/5132438158_7853cbf717.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/5132438158_7853cbf717.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.374,0.999258,0.996717,0.997925,41,38,0.926829,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3740; pixel_corr=0.9993; SSIM=0.9967; hist_corr=0.9979; ORB_good=41; ORB_inliers=38; ORB_inlier_ratio=0.9268,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/5389390663_3fee7a07d3_o.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/5389390663_3fee7a07d3_o.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.332471,0.999855,0.997364,0.999981,84,83,0.988095,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3325; pixel_corr=0.9999; SSIM=0.9974; hist_corr=1.0000; ORB_good=84; ORB_inliers=83; ORB_inlier_ratio=0.9881,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/6.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/6.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.526042,0.999732,0.995476,0.999866,7,5,0.714286,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.5260; pixel_corr=0.9997; SSIM=0.9955; hist_corr=0.9999; ORB_good=7; ORB_inliers=5; ORB_inlier_ratio=0.7143,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/6040463084_f23655f730.jpg,Checkered Keelback,Non-Venomous,validation/Non_Venomous_Snake/6040463084_f23655f730.jpg,Non_Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.334,0.999921,0.997469,0.999877,71,62,0.873239,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3340; pixel_corr=0.9999; SSIM=0.9975; hist_corr=0.9999; ORB_good=71; ORB_inliers=62; ORB_inlier_ratio=0.8732,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/6888018080_51ce929728.jpg,Checkered Keelback,Non-Venomous,validation/Non_Venomous_Snake/6888018080_51ce929728.jpg,Non_Venomous_Snake,VALIDATION,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.334,0.999274,0.998167,0.993662,59,56,0.949153,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3340; pixel_corr=0.9993; SSIM=0.9982; hist_corr=0.9937; ORB_good=59; ORB_inliers=56; ORB_inlier_ratio=0.9492,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/8499894995_0bb1f2a772_m.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/8499894995_0bb1f2a772_m.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999536,0.997259,0.999876,107,91,0.850467,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9995; SSIM=0.9973; hist_corr=0.9999; ORB_good=107; ORB_inliers=91; ORB_inlier_ratio=0.8505,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/8500953244_9c4fde2dc2_m.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/8500953244_9c4fde2dc2_m.jpg,Non_Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999678,0.998308,0.999771,115,96,0.834783,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.2500; pixel_corr=0.9997; SSIM=0.9983; hist_corr=0.9998; ORB_good=115; ORB_inliers=96; ORB_inlier_ratio=0.8348,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/8934339313_505460cf04.jpg,Checkered Keelback,Non-Venomous,validation/Non_Venomous_Snake/8934339313_505460cf04.jpg,Non_Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999687,0.99533,0.997474,172,169,0.982558,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9997; SSIM=0.9953; hist_corr=0.9975; ORB_good=172; ORB_inliers=169; ORB_inlier_ratio=0.9826,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/9181975166_5a8900bcb4_b.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/9181975166_5a8900bcb4_b.jpg,Non_Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.4375,0.998835,0.993673,0.990615,13,6,0.461538,POSSIBLE_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=1; aspect_delta=0.4375; pixel_corr=0.9988; SSIM=0.9937; hist_corr=0.9906; ORB_good=13; ORB_inliers=6; ORB_inlier_ratio=0.4615,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/9258449401_fee23ab38e.jpg,Checkered Keelback,Non-Venomous,validation/Non_Venomous_Snake/9258449401_fee23ab38e.jpg,Non_Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.346,0.99984,0.997104,0.999983,59,49,0.830508,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3460; pixel_corr=0.9998; SSIM=0.9971; hist_corr=1.0000; ORB_good=59; ORB_inliers=49; ORB_inlier_ratio=0.8305,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/_9068dce4-3ca7-11e7-99bd-b9a47f5fadca.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/_9068dce4-3ca7-11e7-99bd-b9a47f5fadca.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.439583,0.999734,0.996788,0.999886,21,21,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4396; pixel_corr=0.9997; SSIM=0.9968; hist_corr=0.9999; ORB_good=21; ORB_inliers=21; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/_DSC0413.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/_DSC0413.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.395878,0.999163,0.996486,0.999077,9,9,1.0,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3959; pixel_corr=0.9992; SSIM=0.9965; hist_corr=0.9991; ORB_good=9; ORB_inliers=9; ORB_inlier_ratio=1.0000,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/_DSC0418.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/_DSC0418.jpg,Non_Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.346154,0.999129,0.992958,0.998918,19,15,0.789474,LIKELY_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.3462; pixel_corr=0.9991; SSIM=0.9930; hist_corr=0.9989; ORB_good=19; ORB_inliers=15; ORB_inlier_ratio=0.7895,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Checkered Keelback/amphiesma-stolatum_gerrut2.jpg,Checkered Keelback,Non-Venomous,train/Non_Venomous_Snake/amphiesma-stolatum_gerrut2.jpg,Non_Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.33125,0.999624,0.995892,0.999636,56,53,0.946429,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=1; aspect_delta=0.3312; pixel_corr=0.9996; SSIM=0.9959; hist_corr=0.9996; ORB_good=56; ORB_inliers=53; ORB_inlier_ratio=0.9464,HIGH_CONFIDENCE_NEAR_DUPLICATE
